period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2022,GA,Georgia,COM,commercial,607578,12.1,5995.22388,49540.77399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,GA,Georgia,ALL,all sectors,5280612,12,17406.35798,145035.20397,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,FL,Florida,TRA,transportation,2,10.19,7.6546,75.099,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,FL,Florida,RES,residential,10066753,13.9,18664.36352,134245.97501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,FL,Florida,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,FL,Florida,IND,industrial,23673,9.16,1614.81059,17635.655,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,FL,Florida,COM,commercial,1282170,11.19,10842.31981,96864.074,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,FL,Florida,ALL,all sectors,11372598,12.51,31129.14852,248820.80301,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DC,District of Columbia,TRA,transportation,3,8.5,21.31848,250.662,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DC,District of Columbia,RES,residential,306464,14.18,357.26447,2519.079,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DC,District of Columbia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DC,District of Columbia,IND,industrial,1,7.74,14.06141,181.716,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DC,District of Columbia,COM,commercial,27136,15.6,1137.04069,7290.077,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DC,District of Columbia,ALL,all sectors,333604,14.94,1529.68504,10241.534,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DE,Delaware,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DE,Delaware,RES,residential,461484,13.71,714.30214,5210.069,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DE,Delaware,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DE,Delaware,IND,industrial,868,8.79,178.55342,2030.396,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DE,Delaware,COM,commercial,59162,10.98,472.12694,4298.80599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,DE,Delaware,ALL,all sectors,521514,11.83,1364.9825,11539.27099,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CT,Connecticut,TRA,transportation,3,18.07,30.81407,170.53,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CT,Connecticut,RES,residential,1536217,24.61,3246.41752,13190.687,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CT,Connecticut,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CT,Connecticut,IND,industrial,3976,15.07,418.99426,2780.106,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CT,Connecticut,COM,commercial,155784,18.54,2155.96913,11625.823,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CT,Connecticut,ALL,all sectors,1695980,21.08,5852.19499,27767.146,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CO,Colorado,TRA,transportation,1,9.91,9.0568,91.36,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CO,Colorado,RES,residential,2480555,14.19,2922.46941,20593.94201,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CO,Colorado,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CO,Colorado,IND,industrial,15078,8.63,1296.20739,15018.32,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CO,Colorado,COM,commercial,390861,11.58,2439.65571,21059.41898,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CO,Colorado,ALL,all sectors,2886495,11.75,6667.38931,56763.04099,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CA,California,TRA,transportation,12,13.76,94.24394,685.121,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CA,California,RES,residential,13942174,25.84,23136.71764,89542.20798,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CA,California,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CA,California,IND,industrial,147928,17.09,8116.62834,47500.42301,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CA,California,COM,commercial,1767719,21.81,24896.33808,114141.384,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,CA,California,ALL,all sectors,15857833,22.33,56243.928,251869.136,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AR,Arkansas,TRA,transportation,2,15.48,.0339,.219,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AR,Arkansas,RES,residential,1445528,12.05,2320.52741,19250.66101,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AR,Arkansas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AR,Arkansas,IND,industrial,35670,7.38,1325.49821,17960.25799,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AR,Arkansas,COM,commercial,203432,10.26,1208.9737,11786.52499,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AR,Arkansas,ALL,all sectors,1684632,9.91,4855.03322,48997.66299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AZ,Arizona,TRA,transportation,2,9.62,.9815,10.204,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AZ,Arizona,RES,residential,3013393,13.02,4994.75748,38367.633,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AZ,Arizona,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AZ,Arizona,IND,industrial,7808,7.86,1125.54009,14311.61002,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AZ,Arizona,COM,commercial,340035,10.8,3403.64871,31507.06999,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AZ,Arizona,ALL,all sectors,3361238,11.31,9524.92778,84196.51702,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AK,Alaska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AK,Alaska,RES,residential,294370,23.1,473.75132,2050.472,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AK,Alaska,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AK,Alaska,IND,industrial,1149,18.43,253.566,1375.69,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AK,Alaska,COM,commercial,56372,20.06,516.67817,2575.918,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AK,Alaska,ALL,all sectors,351891,20.73,1243.99548,6002.08,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AL,Alabama,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AL,Alabama,RES,residential,2329559,14.25,4690.78822,32923.57299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AL,Alabama,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AL,Alabama,IND,industrial,7223,7.72,2447.35262,31712.90401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2022,AL,Alabama,COM,commercial,380269,13.16,2946.4008,22391.06799,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,WY,Wyoming,RES,residential,278599,11.17,323.70201,2897.498,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NE,Nebraska,IND,industrial,63253,7.26,914.41063,12588.38001,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NE,Nebraska,COM,commercial,157335,8.81,815.53017,9260.421,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NE,Nebraska,ALL,all sectors,1090244,8.84,2857.93725,32341.17002,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MT,Montana,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MT,Montana,RES,residential,531398,11.22,623.92321,5559.44601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MT,Montana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MT,Montana,IND,industrial,11670,6.24,280.44385,4495.98299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MT,Montana,COM,commercial,112777,10.54,517.06482,4906.13199,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MT,Montana,ALL,all sectors,655845,9.5,1421.43187,14961.561,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MO,Missouri,TRA,transportation,2,8.23,1.6989,20.632,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MO,Missouri,RES,residential,2861933,11.41,4071.54454,35668.40901,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MO,Missouri,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NH,New Hampshire,COM,commercial,110003,16.13,662.37578,4106.69199,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NH,New Hampshire,ALL,all sectors,751450,17.37,1887.9577,10867.26799,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NV,Nevada,TRA,transportation,1,7.72,.4113,5.327,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NV,Nevada,RES,residential,1249392,11.49,1651.79419,14373.357,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NV,Nevada,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NV,Nevada,IND,industrial,3303,6.02,743.87889,12359.54301,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NV,Nevada,COM,commercial,171686,7.77,954.73175,12293.815,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NV,Nevada,ALL,all sectors,1424382,8.58,3350.81613,39032.042,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NE,Nebraska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NE,Nebraska,RES,residential,869656,10.75,1127.99645,10492.369,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NE,Nebraska,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,FL,Florida,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,FL,Florida,IND,industrial,23036,7.65,1308.51576,17112.564,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MO,Missouri,COM,commercial,395150,9.17,2657.62358,28987.41202,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MO,Missouri,ALL,all sectors,3267070,9.85,7660.79931,77763.04101,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MS,Mississippi,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,MS,Mississippi,RES,residential,1321576,11.56,2145.79456,18569.936,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,WA,Washington,IND,industrial,26243,5.81,1245.30494,21436.48001,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,WA,Washington,COM,commercial,394023,9.14,2618.51253,28637.381,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,WA,Washington,ALL,all sectors,3641084,8.75,7717.81177,88198.668,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VA,Virginia,TRA,transportation,1,8.49,14.8227,174.608,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VA,Virginia,RES,residential,3551532,11.96,5579.58538,46634.411,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VA,Virginia,IND,industrial,3687,6.49,1279.92392,19712.19899,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VA,Virginia,COM,commercial,442263,7.79,4575.24152,58723.97799,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VA,Virginia,ALL,all sectors,3997483,9.14,11449.57352,125245.19598,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VT,Vermont,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VT,Vermont,RES,residential,319444,19.26,418.73399,2174.48902,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VT,Vermont,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VT,Vermont,IND,industrial,248,11.38,155.98001,1371.096,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,VT,Vermont,COM,commercial,60403,16.59,309.77151,1867.111,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AL,Alabama,IND,industrial,7233,6.33,2034.10536,32155.73,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AL,Alabama,COM,commercial,376180,11.84,2586.9678,21844.283,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AL,Alabama,ALL,all sectors,2691639,10.18,8713.44151,85585.166,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OR,Oregon,TRA,transportation,2,9.71,2.1931,22.596,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OR,Oregon,RES,residential,1805684,11.37,2307.36249,20285.346,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OR,Oregon,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OR,Oregon,IND,industrial,26447,5.97,1034.70163,17318.50801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OR,Oregon,COM,commercial,242237,9.1,1503.11707,16508.755,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OR,Oregon,ALL,all sectors,2074370,8.95,4847.37428,54135.20501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OK,Oklahoma,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OK,Oklahoma,RES,residential,1818813,11,2612.42417,23745.86701,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OK,Oklahoma,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OK,Oklahoma,IND,industrial,20174,5.5,1143.47085,20779.95798,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OK,Oklahoma,COM,commercial,296856,8.7,1739.51718,19999.31201,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NM,New Mexico,COM,commercial,146312,10.8,935.01069,8655.82599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NM,New Mexico,ALL,all sectors,1070078,9.79,2487.26429,25393.74299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NJ,New Jersey,TRA,transportation,6,9.24,23.05253,249.43,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NJ,New Jersey,RES,residential,3648914,16.35,4921.08008,30090.371,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NJ,New Jersey,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NJ,New Jersey,IND,industrial,11503,10.7,705.55271,6593.424,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NJ,New Jersey,COM,commercial,529178,12.69,4585.34216,36137.241,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NJ,New Jersey,ALL,all sectors,4189601,14.01,10235.02747,73070.46599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NH,New Hampshire,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NH,New Hampshire,RES,residential,638267,19.85,959.2496,4831.911,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NH,New Hampshire,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NH,New Hampshire,IND,industrial,3180,13.81,266.33233,1928.665,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,RI,Rhode Island,RES,residential,446320,22.3,698.38003,3131.533,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,RI,Rhode Island,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,RI,Rhode Island,IND,industrial,1650,16.06,103.36601,643.779,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,RI,Rhode Island,COM,commercial,60091,15.51,558.93341,3604.518,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,RI,Rhode Island,ALL,all sectors,508062,18.44,1364.26863,7398.00399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,PA,Pennsylvania,TRA,transportation,5,6.84,27.85901,407.101,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,ND,North Dakota,COM,commercial,77174,9.17,624.29542,6808.31599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,ND,North Dakota,ALL,all sectors,477494,8.65,1977.34632,22863.10699,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NC,North Carolina,TRA,transportation,1,7.85,1.1137,14.194,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NC,North Carolina,RES,residential,4774592,11.32,6897.04034,60914.68399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NC,North Carolina,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NC,North Carolina,IND,industrial,9567,6.14,1660.48217,27049.36702,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NC,North Carolina,COM,commercial,731526,8.5,4053.56681,47714.832,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NC,North Carolina,ALL,all sectors,5515686,9.29,12612.20301,135693.07701,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NY,New York,TRA,transportation,8,12.67,311.08248,2455.256,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,PA,Pennsylvania,RES,residential,5477367,13.76,7697.61302,55945.17598,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DC,District of Columbia,COM,commercial,26783,13,915.41461,7043.709,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DC,District of Columbia,ALL,all sectors,325124,12.81,1291.65254,10083.372,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DE,Delaware,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DE,Delaware,RES,residential,453758,12.52,647.12556,5170.38,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DE,Delaware,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DE,Delaware,IND,industrial,864,7.6,160.52722,2113.012,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DE,Delaware,COM,commercial,58353,9.48,397.95974,4196.263,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DE,Delaware,ALL,all sectors,512975,10.5,1205.61252,11479.65499,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CT,Connecticut,TRA,transportation,3,12.5,18.13645,145.116,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CT,Connecticut,RES,residential,1530251,21.91,2868.40978,13092.128,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,PA,Pennsylvania,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,PA,Pennsylvania,IND,industrial,15006,6.54,3268.11772,49999.765,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,PA,Pennsylvania,COM,commercial,725725,8.91,3295.18301,36988.11201,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,PA,Pennsylvania,ALL,all sectors,6218103,9.97,14288.77276,143340.15399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,FL,Florida,COM,commercial,1272939,9.51,8931.6514,93965.07,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,FL,Florida,ALL,all sectors,11213090,10.67,25764.32633,241562.08201,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DC,District of Columbia,TRA,transportation,3,9.76,26.54708,272.113,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DC,District of Columbia,RES,residential,298337,13.09,330.85139,2528.049,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DC,District of Columbia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,DC,District of Columbia,IND,industrial,1,7.87,18.83945,239.501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NY,New York,RES,residential,7256212,19.48,10161.75545,52156.88199,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NY,New York,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NY,New York,IND,industrial,7313,6.34,1071.63549,16891.15199,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NY,New York,COM,commercial,1161852,16.07,11238.34702,69920.48818,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NY,New York,ALL,all sectors,8425385,16.11,22782.82043,141423.77816,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NM,New Mexico,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NM,New Mexico,RES,residential,914495,13.52,958.08569,7088.358,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NM,New Mexico,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,NM,New Mexico,IND,industrial,9271,6.16,594.1679,9649.559,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OK,Oklahoma,ALL,all sectors,2135843,8.52,5495.4122,64525.137,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OH,Ohio,TRA,transportation,3,7.41,2.72752,36.814,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OH,Ohio,RES,residential,5041904,12.77,6789.21697,53171.19298,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OH,Ohio,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OH,Ohio,IND,industrial,19556,6.55,3246.51856,49529.406,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OH,Ohio,COM,commercial,640013,9.75,4385.3971,44980.45198,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,OH,Ohio,ALL,all sectors,5701476,9.76,14423.86015,147717.86495,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,ND,North Dakota,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,ND,North Dakota,RES,residential,391340,10.85,530.31081,4888.401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,ND,North Dakota,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,ND,North Dakota,IND,industrial,8980,7.37,822.74009,11166.39,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AR,Arkansas,ALL,all sectors,1674284,9.1,4429.96535,48663.14201,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AZ,Arizona,TRA,transportation,2,9.33,.9814,10.515,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AZ,Arizona,RES,residential,2953823,12.54,4655.90261,37130.339,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AZ,Arizona,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AZ,Arizona,IND,industrial,7548,6.79,956.2127,14089.07201,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AZ,Arizona,COM,commercial,335377,10.33,3098.75371,29990.064,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AZ,Arizona,ALL,all sectors,3296750,10.73,8711.85042,81219.99,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AK,Alaska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AK,Alaska,RES,residential,292451,22.55,469.88559,2083.91101,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AK,Alaska,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AK,Alaska,IND,industrial,1135,16.85,223.58792,1326.779,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AK,Alaska,COM,commercial,56005,19.61,501.6584,2558.649,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AK,Alaska,ALL,all sectors,349591,20.02,1195.13192,5969.339,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AL,Alabama,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AL,Alabama,RES,residential,2308226,12.96,4092.36836,31585.153,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,AL,Alabama,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CT,Connecticut,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CT,Connecticut,IND,industrial,4049,9.63,269.6758,2799.194,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CT,Connecticut,COM,commercial,155791,16.46,1926.20461,11701.168,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CT,Connecticut,ALL,all sectors,1690094,18.32,5082.42663,27737.606,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CO,Colorado,TRA,transportation,1,9.44,8.362,88.576,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CO,Colorado,RES,residential,2443109,13.07,2696.11809,20625.00501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CO,Colorado,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CO,Colorado,IND,industrial,15287,8.01,1205.16081,15053.158,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CO,Colorado,COM,commercial,388601,10.84,2232.28807,20584.46999,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CO,Colorado,ALL,all sectors,2846998,10.9,6141.92897,56351.209,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CA,California,RES,residential,13883994,22.82,20604.39183,90284.143,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CA,California,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021,CA,California,IND,industrial,149389,14.82,7050.42273,47583.32899,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
